# Time (s),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Mach number (​)
65.741,0.778,0.584,0.043,0.151,0.778,0.01,0.056,-6.72E-05,0,0,0,0,0.001,0.488
65.791,0.778,0.585,0.043,0.151,0.778,0.01,0.058,3.407e-4,0,0,0,0,0.001,0.487
65.841,0.779,0.585,0.043,0.151,0.779,0.01,0.058,-7.81E-05,0,0,0,0,0.001,0.485
65.891,0.779,0.586,0.043,0.15,0.779,0.011,0.06,-1.50E-04,0,0,0,0,0.001,0.484
65.941,0.779,0.586,0.042,0.15,0.779,0.011,0.061,3.118e-4,0,0,0,0,0.001,0.482
65.991,0.779,0.587,0.042,0.15,0.779,0.011,0.062,-2.14E-04,0,0,0,0,0.001,0.48
66.041,0.78,0.588,0.042,0.15,0.78,0.011,0.063,3.002e-4,0,0,0,0,0.001,0.479
66.091,0.78,0.588,0.042,0.15,0.78,0.011,0.064,-4.95E-04,0,0,0,0,0.001,0.477
66.141,0.78,0.589,0.042,0.149,0.78,0.012,0.066,-3.31E-04,0,0,0,0,0.001,0.476
66.191,0.781,0.59,0.042,0.149,0.781,0.012,0.067,-5.91E-05,0,0,0,0,0.001,0.474
66.241,0.781,0.59,0.042,0.149,0.781,0.012,0.068,4.754e-4,0,0,0,0,0.002,0.473
66.291,0.781,0.591,0.042,0.149,0.781,0.012,0.07,2.7e-4,0,0,0,0,0.002,0.471
66.341,0.782,0.592,0.041,0.149,0.782,0.013,0.072,-1.87E-04,0,0,0,0,0.002,0.47
66.391,0.782,0.592,0.041,0.148,0.782,0.013,0.072,-1.11E-04,0,0,0,0,0.002,0.468
66.441,0.782,0.593,0.041,0.148,0.782,0.013,0.074,1.363e-4,0,0,0,0,0.002,0.466
66.491,0.783,0.594,0.041,0.148,0.783,0.013,0.076,2.117e-4,0,0,0,0,0.002,0.465
66.541,0.783,0.594,0.041,0.148,0.783,0.014,0.077,-3.49E-04,0,0,0,0,0.002,0.463
66.591,0.783,0.595,0.041,0.148,0.783,0.014,0.078,-2.18E-04,0,0,0,0,0.002,0.462
66.641,0.784,0.595,0.041,0.148,0.784,0.014,0.08,2.765e-4,0,0,0,0,0.002,0.46
66.691,0.784,0.596,0.041,0.147,0.784,0.014,0.081,2.028e-4,0,0,0,0,0.002,0.459
66.741,0.785,0.597,0.041,0.147,0.785,0.015,0.083,-3.35E-04,0,0,0,0,0.002,0.457
66.791,0.785,0.597,0.04,0.147,0.785,0.015,0.085,3.806e-4,0,0,0,0,0.002,0.456
66.841,0.785,0.598,0.04,0.147,0.785,0.015,0.086,-2.03E-04,0,0,0,0,0.002,0.454
66.891,0.786,0.599,0.04,0.147,0.786,0.016,0.088,-4.12E-04,0,0,0,0,0.002,0.452
66.941,0.786,0.599,0.04,0.146,0.786,0.016,0.089,-3.63E-04,0,0,0,0,0.002,0.451
66.991,0.786,0.6,0.04,0.146,0.786,0.016,0.092,-1.57E-04,0,0,0,0,0.002,0.449
67.041,0.787,0.601,0.04,0.146,0.787,0.016,0.093,3.579e-4,0,0,0,0,0.002,0.448
67.091,0.787,0.601,0.04,0.146,0.787,0.017,0.095,9.96e-5,0,0,0,0,0.002,0.446
67.141,0.787,0.602,0.04,0.146,0.787,0.017,0.097,-3.69E-04,0,0,0,0,0.002,0.445
67.191,0.788,0.603,0.04,0.146,0.788,0.017,0.098,-2.35E-04,0,0,0,0,0.002,0.443
67.241,0.788,0.603,0.04,0.145,0.788,0.018,0.1,4.826e-4,0,0,0,0,0.002,0.442
67.291,0.789,0.604,0.039,0.145,0.789,0.018,0.101,2.076e-5,0,0,0,0,0.002,0.44
67.341,0.789,0.605,0.039,0.145,0.789,0.018,0.103,2.175e-4,0,0,0,0,0.002,0.438
67.391,0.789,0.605,0.039,0.145,0.789,0.019,0.105,4.716e-4,0,0,0,0,0.002,0.437
67.441,0.79,0.606,0.039,0.145,0.79,0.019,0.107,-9.15E-05,0,0,0,0,0.002,0.435
67.491,0.79,0.607,0.039,0.144,0.79,0.019,0.109,-3.98E-04,0,0,0,0,0.003,0.434
